numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,dnmvue,numvue,tipvue,FecVue,FchDsp,FchEta,ChWei_BK,GrRev,NetRev,TipoServicio,Piezas
9987795,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,1,CARGA GENERAL,LAX,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,M7,6833,C,07-11-12 0:00,07-11-12 4:30,19-05-24 0:00,1002,0,0,ALLOCATION MD,10
9987806,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,MEX,LAX-MEX-GDL,1,CARGA GENERAL,LAX,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,M7,6823,C,06-11-12 0:00,06-11-12 1:00,20-05-24 0:00,5000,0,0,ALLOCATION MD,1
9987994,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,UPS SUPPLY CHAIN SOLUTIONS INC,SONY,M7,6833,C,07-11-12 0:00,07-11-12 4:30,21-05-24 0:00,1116,0,0,Standard,7
9988005,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,M7,6865,C,04-11-12 0:00,04-11-12 4:30,22-05-24 0:00,7,105,120,Standard,1
9988016,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,M7,6865,C,04-11-12 0:00,04-11-12 4:30,23-05-24 0:00,737,1626.75,1626.75,Standard,10
9988020,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,M7,6831,C,01-11-12 0:00,01-11-12 1:35,24-05-24 0:00,8358,11283.3,11283.3,Standard,93
9988042,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,UPS SUPPLY CHAIN SOLUTIONS INC,SONY,M7,6831,C,01-11-12 0:00,01-11-12 1:35,25-05-24 0:00,999,1350,1350,Standard,60
9988053,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,UPS SUPPLY CHAIN SOLUTIONS INC,SONY,M7,6851,C,02-11-12 0:00,02-11-12 20:58,26-05-24 0:00,13953,18836.55,18836.55,ALLOCATION MD,73
9988285,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,514,MEDICAMENTOS / VACUNAS,LAX,DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,M7,6815,C,06-11-12 0:00,06-11-12 0:00,27-05-24 0:00,401,0,0,only Cargo,10
9988296,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,514,MEDICAMENTOS / VACUNAS,LAX,DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,M7,6865,C,04-11-12 0:00,04-11-12 4:30,28-05-24 0:00,401,527.15,527.15,only Cargo,16
9988344,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,MEX,LAX-MEX-GDL,97,CONSOLIDADO,LAX,DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,M7,6823,C,06-11-12 0:00,06-11-12 1:00,29-05-24 0:00,651,0,0,only Cargo,54
9988355,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,M7,6853,C,03-11-12 0:00,03-11-12 0:09,30-05-24 0:00,7099,9261.85,9271.85,only Cargo,233
9988484,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,M7,6815,C,06-11-12 0:00,06-11-12 0:00,31-05-24 0:00,16368,0,0,ALLOCATION MD,99
9988624,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,M7,6843,C,02-11-12 0:00,02-11-12 8:50,01-06-24 0:00,5853,7622.55,7622.55,only Cargo,407
9988683,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,M7,6875,C,05-11-12 0:00,05-11-12 5:01,02-06-24 0:00,7352,9554537,9554537,Standard,119
9988720,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,M7,6867,C,04-11-12 0:00,04-11-12 7:45,03-06-24 0:00,6774,8767.2,8767.2,only Cargo,38
9988775,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,M7,6853,C,03-11-12 0:00,03-11-12 0:09,04-06-24 0:00,3.33879E+14,8085.35,8085.35,only Cargo,53
9988786,LAX,MTY,USA,Mexico,NA_USA_West,NA_Mexico_Others,LAX,MEX,LAX-MEX-MTY,97,CONSOLIDADO,LAX,DHL GLOBAL FORWARDING,DHL GLOBAL FORWARDING,M7,6843,C,02-11-12 0:00,02-11-12 8:50,05-06-24 0:00,100,160,60,only Cargo,8
9989232,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,PEOPLE & LOGISTICS AMERICA INC,PEOPLE   LOGISTICS AMERICA INC,M7,6875,C,05-11-12 0:00,05-11-12 5:01,06-06-24 0:00,2000,3157777,3157777,only Cargo,25
9989781,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6847,C,02-11-12 0:00,02-11-12 2:01,07-06-24 0:00,1217,2363.2,2373.2,only Cargo,14
9989792,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6865,C,04-11-12 0:00,04-11-12 4:30,08-06-24 0:00,688,2300.2,2310.2,Standard,5
9989836,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6831,C,01-11-12 0:00,01-11-12 1:35,09-06-24 0:00,413,972.3,972.3,Standard,19
9990083,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,517,OTROS DG,LAX,KUEHNE & NAGEL INC,KUEHNE & NAGEL INC,M7,6831,C,01-11-12 0:00,01-11-12 1:35,10-06-24 0:00,144,490.1,1590.1,only Cargo,31
9990245,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,KUEHNE & NAGEL INC,APPLE,M7,6831,C,01-11-12 0:00,01-11-12 1:35,11-06-24 0:00,3300,4290.65,4290.65,Standard,219
9990271,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,KUEHNE & NAGEL INC,KUEHNE & NAGEL INC,M7,6815,C,30-10-12 0:00,30-10-12 0:34,12-06-24 0:00,1055,2816450,2816450,only Cargo,5
9990293,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,1,CARGA GENERAL,LAX,KUEHNE & NAGEL INC,KUEHNE   NAGEL INC,M7,6833,C,07-11-12 0:00,07-11-12 4:30,13-06-24 0:00,501,0,0,only Cargo,10
9990326,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,KUEHNE & NAGEL INC,KUEHNE & NAGEL INC,M7,6831,C,01-11-12 0:00,01-11-12 1:35,14-06-24 0:00,200,866.4,866.4,Standard,2
9990330,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,KUEHNE & NAGEL INC,APPLE,M7,6843,C,02-11-12 0:00,02-11-12 8:50,15-06-24 0:00,10130,13169,13169,Standard,689
9990341,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,KUEHNE & NAGEL INC,KUEHNE & NAGEL INC,M7,6847,C,02-11-12 0:00,02-11-12 2:01,16-06-24 0:00,100,225,255,only Cargo,10
9990352,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,KUEHNE & NAGEL INC,KUEHNE   NAGEL INC,M7,6851,C,02-11-12 0:00,02-11-12 20:58,17-06-24 0:00,659,965.9,965.9,only Cargo,9
9990374,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,KUEHNE & NAGEL INC,KUEHNE   NAGEL INC,M7,6853,C,03-11-12 0:00,03-11-12 0:09,18-06-24 0:00,100,130,130,only Cargo,6
9990385,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,KUEHNE & NAGEL INC,KUEHNE & NAGEL INC,M7,6815,C,06-11-12 0:00,06-11-12 0:00,19-06-24 0:00,400,0,0,Standard,50
10074120,MIA,MEX,USA,Mexico,NA_USA_Florida,NA_Mexico_DF,MIA,MEX,MIA-MEX,1,CARGA GENERAL,MIA,SKY WORLD INTERNATIONAL COURRIER INC.,"SKYNET W,W, EXPRESS",M7,6141,C,01-11-12 0:00,01-11-12 17:12,20-06-24 0:00,2806,562.8,562.8,Standard,1
10078423,MIA,MEX,USA,Mexico,NA_USA_Florida,NA_Mexico_DF,MIA,MEX,MIA-MEX,519,COURIER,MIA,COMMERCE 2 AMERICA LLC,COMMERCE 2,M7,6141,C,01-11-12 0:00,01-11-12 17:12,21-06-24 0:00,100,123,123,only Cargo,2
10108560,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,1,CARGA GENERAL,LAX,UTI UNITED STATES INC,BOOKING FLIGHT SEGMENT ,M7,6833,C,07-11-12 0:00,07-11-12 4:30,22-06-24 0:00,411,0,0,only Cargo,2
10113375,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,M7,6847,C,02-11-12 0:00,02-11-12 2:01,23-06-24 0:00,1295,1748.25,1758.25,only Cargo,3
10113386,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,M7,6831,C,01-11-12 0:00,01-11-12 1:35,24-06-24 0:00,780,1053,1053,only Cargo,4
10113390,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,M7,6843,C,02-11-12 0:00,02-11-12 8:50,25-06-24 0:00,284,667.4,677.4,Standard,5
10113401,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,M7,6853,C,03-11-12 0:00,03-11-12 0:09,26-06-24 0:00,5010,6561,6571,only Cargo,25
10113412,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,1,CARGA GENERAL,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,M7,6853,C,03-11-12 0:00,03-11-12 0:09,27-06-24 0:00,148,347.8,357.8,only Cargo,1
10113423,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,MEX,LAX-MEX-GDL,97,CONSOLIDADO,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,M7,6823,C,06-11-12 0:00,06-11-12 1:00,28-06-24 0:00,1421,0,0,only Cargo,8
10113434,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,M7,6875,C,05-11-12 0:00,05-11-12 5:01,29-06-24 0:00,792,1065.13,1065.13,only Cargo,3
10113460,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,1,CARGA GENERAL,LAX,JAS FORWARDING USA INC,JAS FORWARDING USA INC,M7,6833,C,07-11-12 0:00,07-11-12 4:30,30-06-24 0:00,1002,0,0,only Cargo,10
10113574,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,JAS FORWARDING USA INC,JAS FORWARDING USA INC,M7,6831,C,01-11-12 0:00,01-11-12 1:35,01-07-24 0:00,11016,14871.6,14871.6,only Cargo,1683
10113585,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,JAS FORWARDING USA INC,JAS FORWARDING USA INC,M7,6851,C,02-11-12 0:00,02-11-12 20:58,02-07-24 0:00,803,1084.05,1084.05,only Cargo,50
10113644,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,JAS FORWARDING USA INC,JAS FORWARDING USA INC,M7,6843,C,02-11-12 0:00,02-11-12 8:50,03-07-24 0:00,202,0,0,only Cargo,1
10113751,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6847,C,02-11-12 0:00,02-11-12 2:01,04-07-24 0:00,1831,2581.6,2581.6,ALLOCATION MD,10
10113843,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6853,C,03-11-12 0:00,03-11-12 0:09,05-07-24 0:00,3990,2870,2870,only Cargo,45
10113891,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6853,C,03-11-12 0:00,03-11-12 0:09,06-07-24 0:00,2029,2846.2,2856.2,only Cargo,10
10114053,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6823,C,06-11-12 0:00,06-11-12 1:00,07-07-24 0:00,2084,0,0,Standard,2
10114090,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,1,CARGA GENERAL,LAX,EXPEDITORS INTL OF WASHINGTON INC,VERIFONE,M7,6867,C,04-11-12 0:00,04-11-12 7:45,08-07-24 0:00,3400,4760,4760,Standard,22
10114134,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6853,C,03-11-12 0:00,03-11-12 0:09,09-07-24 0:00,1165,1631,1631,only Cargo,3
10114182,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6851,C,02-11-12 0:00,02-11-12 20:58,10-07-24 0:00,4393,5720.4,5720.4,only Cargo,15
10114252,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6823,C,06-11-12 0:00,06-11-12 1:00,11-07-24 0:00,1751,0,0,Standard,37
10117892,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,M7,6843,C,02-11-12 0:00,02-11-12 8:50,12-07-24 0:00,1291,0,0,only Cargo,5
10118124,MIA,MEX,USA,Mexico,NA_USA_Florida,NA_Mexico_DF,MIA,MEX,MIA-MEX,97,CONSOLIDADO,ATL,,WEISS-ROHLIG USA LLC,M7,6141,C,01-11-12 0:00,01-11-12 17:12,13-07-24 0:00,4,105,105,Standard,5
10118345,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,JAS FORWARDING USA INC,JAS FORWARDING USA INC,M7,6827,C,06-11-12 0:00,06-11-12 11:10,14-07-24 0:00,11100,0,0,only Cargo,1000
10118721,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,MEX,LAX-MEX-GDL,97,CONSOLIDADO,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,M7,6823,C,06-11-12 0:00,06-11-12 1:00,15-07-24 0:00,600,0,0,Standard,74
10131192,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,MC CARGO GROUP,MC CARGO GROUP,M7,6847,C,02-11-12 0:00,02-11-12 2:01,16-07-24 0:00,4160,5659.2,5659.2,Standard,134
10131203,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,527,RESTOS HUMANOS,LAX,MC CARGO GROUP,MC CARGO GROUP,M7,6853,C,03-11-12 0:00,03-11-12 0:09,17-07-24 0:00,175,400,410,Standard,1
10131214,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,527,RESTOS HUMANOS,LAX,MC CARGO GROUP,MC CARGO GROUP,M7,6833,C,07-11-12 0:00,07-11-12 4:30,18-07-24 0:00,174,0,0,only Cargo,1
10131715,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,HORIZON INTERNATIONAL CARGO INC,HORIZON INTERNATIONAL CARGO INC,M7,6815,C,06-11-12 0:00,06-11-12 0:00,19-07-24 0:00,26723,0,0,Standard,136
10131726,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,HORIZON INTERNATIONAL CARGO INC,HORIZON INTERNATIONAL CARGO INC,M7,6831,C,01-11-12 0:00,01-11-12 1:35,20-07-24 0:00,1106,1603.7,1603.7,only Cargo,11
10131730,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,HORIZON INTERNATIONAL CARGO INC,HORIZON INTERNATIONAL CARGO INC,M7,6843,C,02-11-12 0:00,02-11-12 8:50,21-07-24 0:00,7539,10931.55,10931.55,only Cargo,1
10131741,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,HORIZON INTERNATIONAL CARGO INC,HORIZON INTERNATIONAL CARGO INC,M7,6875,C,05-11-12 0:00,05-11-12 5:01,22-07-24 0:00,7090,10157.25,10157.25,Standard,45
10154605,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,M7,6875,C,05-11-12 0:00,05-11-12 5:01,23-07-24 0:00,91,203.3,203.3,only Cargo,6
10154756,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,M7,6847,C,02-11-12 0:00,02-11-12 2:01,24-07-24 0:00,5094,7926.8,7936.8,Standard,31
10154760,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,M7,6853,C,03-11-12 0:00,03-11-12 0:09,25-07-24 0:00,6558,9181.2,9191.2,only Cargo,30
10154771,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,M7,6851,C,02-11-12 0:00,02-11-12 20:58,26-07-24 0:00,1573,2203.6,2203.6,Standard,12
10154782,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,M7,6865,C,04-11-12 0:00,04-11-12 4:30,27-07-24 0:00,4760,6651.4,6651.4,Standard,41
10154793,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,M7,6865,C,04-11-12 0:00,04-11-12 4:30,28-07-24 0:00,12146,17004.4,17034.4,Standard,50
10154804,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,APPLE,M7,6875,C,05-11-12 0:00,05-11-12 5:01,29-07-24 0:00,1322,1491,1491,Standard,12
10154815,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,M7,6875,C,05-11-12 0:00,05-11-12 5:01,30-07-24 0:00,25,9842609,9842609,Standard,1
10154826,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,M7,6875,C,05-11-12 0:00,05-11-12 5:01,31-07-24 0:00,468,8069702,8069702,Standard,17
10154830,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,MEX,LAX-MEX-GDL,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,M7,6823,C,06-11-12 0:00,06-11-12 1:00,01-08-24 0:00,4.811E+14,0,0,only Cargo,23
10156425,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,BLUE SKIES AVIATION SERVICES,M7,6843,C,02-11-12 0:00,02-11-12 8:50,02-08-24 0:00,170,0,0,only Cargo,1
10156440,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,BLUE SKIES AVIATION SERVICES,M7,6865,C,04-11-12 0:00,04-11-12 4:30,03-08-24 0:00,175,400,410,only Cargo,1
10156451,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,BLUE SKIES AVIATION SERVICES,M7,6853,C,03-11-12 0:00,03-11-12 0:09,04-08-24 0:00,175,400,410,only Cargo,1
10156462,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,BLUE SKIES AVIATION SERVICES,M7,6843,C,02-11-12 0:00,02-11-12 8:50,05-08-24 0:00,175,0,0,only Cargo,1
10156473,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,BLUE SKIES AVIATION SERVICES,M7,6843,C,02-11-12 0:00,02-11-12 8:50,06-08-24 0:00,175,400.75,400.75,only Cargo,1
10156484,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,BLUE SKIES AVIATION SERVICES,M7,6853,C,03-11-12 0:00,03-11-12 0:09,07-08-24 0:00,175,400,410,only Cargo,1
10156495,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,BLUE SKIES AVIATION SERVICES,M7,6843,C,02-11-12 0:00,02-11-12 8:50,08-08-24 0:00,175,0,0,only Cargo,1
10156506,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,MEX,LAX-MEX-GDL,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,BLUE SKIES AVIATION SERVICES,M7,6823,C,06-11-12 0:00,06-11-12 1:00,09-08-24 0:00,175,0,0,only Cargo,1
10156510,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,MEX,LAX-MEX-GDL,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,ANGELENO VALLEY MORTUARY,M7,6823,C,06-11-12 0:00,06-11-12 1:00,10-08-24 0:00,175,0,0,Standard,1
10156521,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,GDL,LAX-GDL,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,BLUE SKIES AVIATION SERVICES,M7,6833,C,07-11-12 0:00,07-11-12 4:30,11-08-24 0:00,175,0,0,only Cargo,1
